time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
39.987,-0.21612,-77.8,0.000,0.003,0.0000,0.0000,-0.0018,0.000,40.000,36.4,41.9,18.28,-0.000,-0.00,0.00,0.00,0
40.015,-0.21600,-77.8,0.000,-0.004,0.0000,0.0000,-0.0054,0.000,40.000,36.4,41.9,18.28,-0.000,-0.00,0.00,-0.00,0
40.043,-0.21601,-77.8,0.000,0.003,0.0000,0.0000,-0.0021,0.000,40.000,36.4,41.9,18.28,-0.000,0.00,0.00,-0.00,0
40.072,-0.21602,-77.8,0.000,-0.003,0.0000,0.0000,0.0005,0.000,40.000,36.4,41.9,18.28,-0.000,0.00,0.00,0.00,0
40.099,-0.21601,-77.8,0.000,-0.004,0.0000,0.0000,0.0016,0.000,40.000,36.4,41.9,18.28,0.000,0.00,-0.00,0.00,0
40.130,-0.21600,-77.8,0.000,-0.003,0.0000,0.0000,0.0027,0.000,40.000,36.4,41.9,18.28,-0.000,0.00,-0.00,-0.00,0
40.162,-0.21600,-77.8,0.000,-0.001,0.0000,0.0000,-0.0019,0.000,40.000,36.4,41.9,18.29,0.000,-0.00,-0.00,0.00,0
40.189,-0.21597,-77.7,0.000,0.008,0.0000,0.0000,-0.0001,0.000,40.000,36.4,41.9,18.28,0.000,0.00,-0.00,-0.00,0
40.222,-0.21588,-77.7,0.000,0.001,0.0000,0.0000,-0.0009,0.000,40.000,36.4,41.9,18.28,-0.000,0.00,0.00,-0.00,0
40.255,-0.21588,-77.7,0.000,-0.004,0.0000,0.0000,0.0030,0.000,40.000,36.4,41.9,18.28,0.000,-0.00,0.00,-0.00,0
40.281,-0.21588,-77.7,0.000,-0.000,0.0000,0.0000,0.0018,0.000,40.000,36.4,41.9,18.28,0.000,-0.00,-0.00,-0.00,0
40.311,-0.21588,-77.7,0.000,0.000,0.0000,0.0000,0.0000,0.000,40.000,36.5,41.9,18.29,0.000,0.00,-0.00,-0.00,0
40.341,-0.21588,-77.7,0.000,0.000,0.0000,0.0000,-0.0044,0.000,40.000,36.5,41.9,18.28,0.000,-0.00,-0.00,0.00,0
40.373,-0.21588,-77.7,0.000,-0.001,0.0000,0.0000,0.0025,0.000,40.000,36.5,41.9,18.29,0.000,0.00,0.00,-0.00,0
40.404,-0.21590,-77.7,0.000,0.002,0.0000,0.0000,0.0011,0.000,40.000,36.5,41.8,18.27,-0.000,0.00,-0.00,0.00,0
40.432,-0.21592,-77.7,0.000,-0.009,0.0000,0.0000,-0.0018,0.000,40.000,36.5,41.8,18.28,0.000,-0.00,0.00,0.00,0
40.464,-0.21594,-77.7,0.000,0.001,0.0000,0.0000,0.0032,0.000,40.000,36.5,41.8,18.29,-0.000,-0.00,0.00,-0.00,0
40.494,-0.21594,-77.7,0.000,-0.002,0.0000,0.0000,-0.0001,0.000,40.000,36.5,41.8,18.27,0.000,0.00,0.00,0.00,0
40.525,-0.21594,-77.7,0.000,0.000,0.0000,0.0000,0.0025,0.000,40.000,36.5,41.8,18.28,0.000,-0.00,-0.00,0.00,0
40.555,-0.21594,-77.7,0.000,-0.001,0.0000,0.0000,-0.0020,0.000,40.000,36.5,41.8,18.28,0.000,0.00,-0.00,0.00,0
40.581,-0.21594,-77.7,0.000,-0.004,0.0000,0.0000,0.0102,0.000,40.000,36.5,41.8,18.28,-0.000,-0.00,0.00,0.00,0
40.614,-0.21594,-77.7,0.000,-0.000,0.0000,0.0000,-0.0017,0.000,40.000,36.5,41.8,18.28,0.000,0.00,-0.00,-0.00,0
40.645,-0.21593,-77.7,0.000,0.003,0.0000,0.0000,0.0021,0.000,40.000,36.5,41.8,18.29,0.000,-0.00,-0.00,-0.00,0
40.675,-0.21588,-77.7,0.000,-0.001,0.0000,0.0000,0.0003,0.000,40.000,36.5,41.8,18.29,-0.000,0.00,0.00,0.00,0
40.705,-0.21588,-77.7,0.000,0.001,0.0000,0.0000,-0.0053,0.000,40.000,36.5,41.8,18.29,-0.000,0.00,-0.00,0.00,0
40.733,-0.21589,-77.7,0.000,-0.004,0.0000,0.0000,-0.0007,0.000,40.000,36.5,41.8,18.28,-0.000,0.00,-0.00,-0.00,0
40.762,-0.21606,-77.8,0.000,-0.013,0.0000,0.0000,0.0052,0.000,40.000,36.5,41.8,18.28,0.000,-0.00,-0.00,-0.00,0
40.790,-0.21627,-77.9,0.000,-0.004,0.0000,0.0000,0.0093,0.000,40.000,36.5,41.8,18.29,0.000,-0.00,-0.00,0.00,0
40.815,-0.21643,-77.9,0.000,-0.000,0.0000,0.0000,0.0009,0.000,40.000,36.5,41.8,18.29,0.000,0.00,-0.00,-0.00,0
40.844,-0.21658,-78.0,0.000,-0.010,0.0000,0.0000,0.0065,0.000,40.000,36.5,41.7,18.28,0.000,-0.00,0.00,-0.00,0
40.877,-0.21680,-78.0,0.000,-0.011,0.0000,0.0000,0.0028,0.000,40.000,36.5,41.7,18.29,0.000,-0.00,0.00,0.00,0
40.907,-0.21741,-78.3,0.000,-0.028,0.0000,0.0000,-0.0121,0.000,40.000,36.5,41.7,18.28,0.000,0.00,0.00,0.00,0
40.931,-0.21802,-78.5,0.000,-0.027,0.0000,0.0000,-0.0042,0.000,40.000,36.5,41.7,18.28,-0.000,-0.00,0.00,0.00,0
40.961,-0.21852,-78.7,0.000,-0.016,0.0000,0.0000,-0.0010,0.000,40.000,36.5,41.7,18.29,-0.000,0.00,0.00,0.00,0
40.988,-0.21863,-78.7,0.000,-0.001,0.0000,0.0000,-0.0021,0.000,40.000,36.5,41.7,18.28,-0.000,-0.00,-0.00,-0.00,0
41.015,-0.21853,-78.7,0.000,0.007,0.0000,0.0000,-0.0032,0.000,40.000,36.5,41.7,18.28,0.000,-0.00,-0.00,-0.00,0
41.047,-0.21838,-78.6,0.000,0.002,0.0000,0.0000,0.0009,0.000,40.000,36.5,41.7,18.28,0.000,0.00,0.00,0.00,0
41.077,-0.21843,-78.6,0.000,0.002,0.0000,0.0000,-0.0039,0.000,40.000,36.5,41.7,18.28,0.000,-0.00,0.00,0.00,0
41.106,-0.21840,-78.6,0.000,0.011,0.0000,0.0000,-0.0006,0.000,40.000,36.5,41.7,18.28,-0.000,-0.00,-0.00,-0.00,0
41.133,-0.21838,-78.6,0.000,0.002,0.0000,0.0000,-0.0038,0.000,40.000,36.5,41.7,18.29,-0.000,0.00,-0.00,-0.00,0
41.164,-0.21828,-78.6,0.000,0.001,0.0000,0.0000,-0.0038,0.000,40.000,36.5,41.7,18.28,-0.000,-0.00,-0.00,0.00,0
41.194,-0.21789,-78.4,0.000,0.018,0.0000,0.0000,0.0087,0.000,40.000,36.5,41.7,18.29,0.000,-0.00,-0.00,-0.00,0
41.226,-0.21765,-78.4,0.000,-0.012,0.0000,0.0000,-0.0015,0.000,40.000,36.5,41.7,18.29,0.000,0.00,-0.00,0.00,0
41.256,-0.21808,-78.5,0.000,-0.010,0.0000,0.0000,-0.0014,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,0.00,0.00,0
41.281,-0.21857,-78.7,0.000,-0.017,0.0000,0.0000,-0.0013,0.000,40.000,36.5,41.6,18.29,-0.000,-0.00,-0.00,0.00,0
41.313,-0.21886,-78.8,0.000,0.001,0.0000,0.0000,0.0032,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,0.00,-0.00,0
41.344,-0.21872,-78.7,0.000,0.013,0.0000,0.0000,-0.0029,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,-0.00,0.00,0
41.376,-0.21863,-78.7,0.000,0.004,0.0000,0.0000,0.0004,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,0.00,0.00,0
41.406,-0.21862,-78.7,0.000,0.000,0.0000,0.0000,-0.0015,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,-0.00,0.00,0
41.435,-0.21862,-78.7,0.000,-0.003,0.0000,0.0000,0.0006,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,-0.00,0.00,0
41.465,-0.21858,-78.7,0.000,0.001,0.0000,0.0000,0.0073,0.000,40.000,36.5,41.6,18.30,0.000,0.00,-0.00,0.00,0
41.491,-0.21862,-78.7,0.000,-0.012,0.0000,0.0000,0.0030,0.000,40.000,36.5,41.6,18.27,-0.000,-0.00,0.00,0.00,0
41.521,-0.21952,-79.0,0.000,-0.040,0.0000,0.0000,0.0005,0.000,40.000,36.5,41.6,18.28,-0.000,0.00,-0.00,0.00,0
41.548,-0.22102,-79.6,0.000,-0.066,0.0000,0.0000,0.0029,0.000,40.000,36.5,41.6,18.29,-0.000,-0.00,-0.00,-0.00,0
41.578,-0.22272,-80.2,0.000,-0.054,0.0000,0.0000,0.0055,0.000,40.000,36.5,41.6,18.29,-0.000,0.00,-0.00,-0.00,0
41.611,-0.22370,-80.5,0.000,-0.002,0.0000,0.0000,0.0005,0.000,40.000,36.5,41.6,18.29,-0.000,-0.00,0.00,-0.00,0
41.639,-0.22320,-80.4,0.000,0.033,0.0000,0.0000,0.0032,0.000,40.000,36.5,41.6,18.29,-0.000,0.00,-0.00,0.00,0
41.666,-0.22176,-79.8,0.000,0.055,0.0000,0.0000,0.0062,0.000,40.000,36.5,41.6,18.29,-0.000,0.00,0.00,-0.00,0
41.696,-0.22051,-79.4,0.000,0.014,0.0000,0.0000,0.0026,0.000,40.000,36.5,41.5,18.28,-0.000,0.00,0.00,0.00,0
41.722,-0.22046,-79.4,0.000,-0.002,0.0000,0.0000,0.0006,0.000,40.000,36.5,41.5,18.29,-0.000,-0.00,0.00,0.00,0
41.748,-0.22116,-79.6,0.000,-0.041,0.0000,0.0000,0.0066,0.000,40.000,36.5,41.5,18.28,-0.000,-0.00,-0.00,0.00,0
41.778,-0.22258,-80.1,0.000,-0.051,0.0000,0.0000,-0.0039,0.000,40.000,36.5,41.5,18.28,-0.000,0.00,0.00,-0.00,0
41.810,-0.22418,-80.7,0.000,-0.002,0.0000,0.0000,-0.0062,0.000,40.000,36.5,41.5,18.29,0.000,-0.00,0.00,0.00,0
41.839,-0.22313,-80.3,0.000,0.075,0.0000,0.0000,-0.0009,0.000,40.000,36.5,41.5,18.29,-0.000,-0.00,0.00,-0.00,0
41.870,-0.21868,-78.7,0.000,0.175,0.0000,0.0000,0.0003,0.000,40.000,36.5,41.5,18.29,-0.000,-0.00,0.01,-0.00,0
41.898,-0.21327,-76.8,0.006,0.200,-0.1000,-1.0000,-0.0715,0.000,40.000,36.5,41.5,18.29,0.007,0.32,-0.06,0.59,0
41.928,-0.20860,-75.1,0.020,0.158,-0.2000,-1.0000,-0.2018,0.000,40.000,36.5,41.5,18.29,0.167,2.85,-0.11,2.88,0
41.958,-0.20508,-73.8,0.031,0.111,-0.3000,-1.0000,-0.3043,0.000,40.000,36.5,41.5,18.28,0.291,5.05,-0.08,4.93,0
41.988,-0.20429,-73.5,0.033,-0.001,-0.4000,-1.0000,-0.4118,0.000,40.000,36.5,41.5,18.26,0.446,7.79,0.21,7.17,0
42.015,-0.20629,-74.3,0.027,-0.081,-0.5000,-1.0000,-0.5119,0.000,40.000,36.5,41.5,18.26,0.607,10.28,0.56,9.62,0
42.054,-0.20916,-75.3,0.019,-0.037,-0.6000,-1.0000,-0.6126,0.000,40.000,36.5,41.5,18.23,0.767,13.53,0.41,12.62,0
42.081,-0.21057,-75.8,0.014,-0.031,-0.7000,-1.0000,-0.7117,0.000,40.000,36.5,41.5,18.23,0.954,16.93,0.41,16.01,0
42.112,-0.21140,-76.1,0.012,0.007,-0.8000,-1.0000,-0.8188,0.000,40.000,36.5,41.5,18.21,1.144,20.25,0.06,19.67,0
42.142,-0.21062,-75.8,0.014,0.041,-0.9000,-1.0000,-0.9103,0.000,40.000,36.5,41.4,18.18,1.394,24.42,-0.03,23.90,0
42.172,-0.20985,-75.5,0.017,0.031,-1.0000,-1.0000,-1.0182,0.000,40.000,36.5,41.4,18.15,1.676,29.47,0.03,28.80,0
42.199,-0.20882,-75.2,0.020,0.079,-1.0000,-1.0000,-1.0039,0.000,40.000,36.5,41.4,18.15,1.569,28.80,-0.61,29.40,0
42.230,-0.20476,-73.7,0.032,0.175,-1.0000,-1.0000,-0.9972,0.000,40.000,36.5,41.4,18.14,1.665,30.13,-1.15,31.45,0
42.262,-0.19840,-71.4,0.051,0.203,-1.0000,-1.0000,-1.0008,0.000,40.000,36.5,41.4,18.14,1.735,31.66,-1.29,32.80,0
42.292,-0.19269,-69.4,0.068,0.181,-1.0000,-1.0000,-1.0016,0.000,40.000,36.5,41.4,18.12,1.762,31.88,-1.13,33.02,0
42.322,-0.18721,-67.4,0.085,0.187,-1.0000,-1.0000,-1.0040,0.000,40.000,36.5,41.4,18.12,1.799,32.74,-1.18,34.01,0
42.348,-0.18183,-65.5,0.101,0.208,-1.0000,-1.0000,-0.9990,0.000,40.000,36.5,41.4,18.12,1.819,32.94,-1.30,34.01,0
42.380,-0.17580,-63.3,0.119,0.184,-1.0000,-1.0000,-1.0012,0.000,40.000,36.5,41.4,18.12,1.740,31.42,-1.06,32.51,0
42.412,-0.17083,-61.5,0.134,0.143,-1.0000,-1.0000,-1.0076,0.000,40.000,36.5,41.4,18.13,1.636,29.48,-0.81,30.32,0
42.445,-0.16690,-60.1,0.145,0.117,-1.0000,-1.0000,-0.9961,0.000,40.000,36.5,41.4,18.14,1.542,27.88,-0.71,28.68,0
42.477,-0.16277,-58.6,0.158,0.145,-1.0000,-1.0000,-1.0039,0.000,40.000,36.5,41.4,18.14,1.502,27.31,-0.90,28.17,0
42.507,-0.15840,-57.0,0.171,0.142,-1.0000,-1.0000,-0.9987,0.000,40.000,36.5,41.4,18.15,1.472,26.67,-0.97,27.78,0
42.537,-0.15319,-55.1,0.187,0.199,-1.0000,-1.0000,-1.0043,0.000,40.000,36.5,41.4,18.16,1.433,26.08,-1.34,27.32,0
42.566,-0.14581,-52.5,0.209,0.310,-1.0000,-1.0000,-1.0017,0.000,40.000,36.5,41.4,18.15,1.400,25.41,-2.04,27.57,0
42.598,-0.13413,-48.3,0.244,0.410,-1.0000,-1.0000,-0.9970,0.000,40.000,36.5,41.4,18.15,1.604,29.39,-2.54,31.88,0
42.629,-0.12099,-43.6,0.283,0.418,-1.0000,-1.0000,-0.9986,0.000,40.000,36.5,41.4,18.11,1.738,31.53,-2.58,34.05,0
42.661,-0.10901,-39.2,0.319,0.325,-1.0000,-1.0000,-0.9966,0.000,40.000,36.5,41.4,18.11,1.817,33.03,-1.98,35.09,0
42.691,-0.10228,-36.8,0.339,0.135,-1.0000,-1.0000,-0.9997,0.000,40.000,36.5,41.4,18.11,1.741,31.62,-0.71,32.03,0
42.721,-0.10228,-36.8,0.339,-0.123,-1.0000,-1.0000,-0.9992,0.000,40.000,36.5,41.4,18.11,1.795,32.37,0.97,31.58,0
42.750,-0.11072,-39.9,0.314,-0.402,-1.0000,-1.0000,-0.9952,0.000,40.000,36.5,41.4,18.10,1.933,34.85,2.67,32.41,0
42.781,-0.12506,-45.0,0.271,-0.474,-1.0000,-1.0000,-1.0091,0.000,40.000,36.5,41.4,18.10,1.860,33.64,2.94,30.67,0
42.813,-0.13896,-50.0,0.229,-0.381,-1.0000,-1.0000,-1.0044,0.000,40.000,36.5,41.4,18.12,1.584,28.32,2.26,26.09,0
42.846,-0.14806,-53.3,0.202,-0.182,-1.0000,-1.0000,-1.0009,0.000,40.000,36.5,41.4,18.14,1.487,26.69,0.94,25.84,0
42.878,-0.15033,-54.1,0.195,0.008,-1.0000,-1.0000,-0.9987,0.000,40.000,36.5,41.4,18.14,1.455,26.37,-0.08,26.53,0
42.908,-0.15015,-54.1,0.196,-0.051,-1.0000,-1.0000,-0.9929,0.000,40.000,36.5,41.4,18.15,1.469,26.67,0.42,26.11,0
42.938,-0.15378,-55.4,0.185,-0.171,-1.0000,-1.0000,-0.9961,0.000,40.000,36.5,41.4,18.15,1.500,27.25,1.14,26.11,0
42.965,-0.15912,-57.3,0.169,-0.186,-1.0000,-1.0000,-0.9993,0.000,40.000,36.5,41.4,18.14,1.528,27.87,1.16,26.80,0
42.997,-0.16406,-59.1,0.154,-0.154,-1.0000,-1.0000,-1.0007,0.000,40.000,36.5,41.4,18.14,1.559,28.38,0.89,27.26,0
43.028,-0.16883,-60.8,0.140,-0.150,-1.0000,-1.0000,-0.9965,0.000,40.000,36.5,41.4,18.13,1.639,29.73,0.90,28.90,0
43.060,-0.17346,-62.4,0.126,-0.140,-1.0000,-1.0000,-0.9969,0.000,40.000,36.5,41.4,18.12,1.748,31.69,0.84,30.91,0
43.090,-0.17585,-63.3,0.119,-0.024,-1.0000,-1.0000,-0.9990,0.000,40.000,36.5,41.4,18.12,1.770,32.24,0.10,32.07,0
43.119,-0.17597,-63.3,0.118,0.009,-1.0000,-1.0000,-0.9951,0.000,40.000,36.5,41.4,18.12,1.775,32.11,-0.01,31.91,0
43.147,-0.17601,-63.4,0.118,-0.007,-1.0000,-1.0000,-0.9919,0.000,40.000,36.5,41.4,18.11,1.765,32.08,0.00,32.15,0
43.178,-0.17664,-63.6,0.116,-0.031,-1.0000,-1.0000,-1.0010,0.000,40.000,36.5,41.4,18.11,1.795,32.46,0.20,32.31,0
43.210,-0.17955,-64.6,0.108,-0.167,-1.0000,-1.0000,-0.9930,0.000,40.000,36.5,41.4,18.10,1.859,33.23,1.21,32.20,0
43.243,-0.18798,-67.7,0.082,-0.332,-1.0000,-1.0000,-1.0071,0.000,40.000,36.5,41.4,18.10,1.874,33.76,2.19,31.48,0
43.273,-0.19817,-71.3,0.052,-0.233,-1.0000,-1.0000,-1.0063,0.000,40.000,36.5,41.4,18.11,1.804,32.47,1.22,31.34,0
43.303,-0.20036,-72.1,0.045,0.003,-1.0000,-1.0000,-1.0049,0.000,40.000,36.5,41.4,18.12,1.742,31.48,-0.05,31.52,0
43.331,-0.19733,-71.0,0.054,0.222,-1.0000,-1.0000,-1.0034,0.000,40.000,36.5,41.4,18.12,1.748,31.76,-1.52,33.16,0
43.363,-0.18682,-67.3,0.086,0.433,-1.0000,-1.0000,-1.0007,0.000,40.000,36.5,41.4,18.10,1.769,32.16,-2.75,34.95,0
43.395,-0.17287,-62.2,0.128,0.430,-1.0000,-1.0000,-0.9884,0.000,40.000,36.5,41.4,18.12,1.613,28.97,-1.87,30.62,0
43.429,-0.16657,-60.0,0.146,0.114,-1.0000,-1.0000,-1.0001,0.000,40.000,36.5,41.5,18.13,1.529,27.91,-0.65,28.56,0
43.460,-0.16402,-59.0,0.154,0.058,-1.0000,-1.0000,-0.9952,0.000,40.000,36.5,41.5,18.14,1.529,27.61,-0.35,27.89,0
43.491,-0.16290,-58.6,0.157,0.026,-1.0000,-1.0000,-0.9918,0.000,40.000,36.5,41.5,18.14,1.528,27.67,-0.20,27.87,0
43.521,-0.16172,-58.2,0.161,0.050,-1.0000,-1.0000,-1.0055,0.000,40.000,36.5,41.5,18.14,1.514,27.31,-0.33,27.78,0
43.549,-0.16001,-57.6,0.166,0.054,-1.0000,-1.0000,-0.9977,0.000,40.000,36.5,41.5,18.15,1.507,27.32,-0.38,27.53,0
43.580,-0.15807,-56.9,0.172,0.056,-1.0000,-1.0000,-1.0063,0.000,40.000,36.5,41.5,18.15,1.491,26.93,-0.35,27.24,0
43.612,-0.15669,-56.4,0.176,0.029,-1.0000,-1.0000,-0.9928,0.000,40.000,36.5,41.5,18.15,1.481,26.92,-0.15,26.88,0
43.646,-0.15617,-56.2,0.178,0.017,-1.0000,-1.0000,-1.0021,0.000,40.000,36.5,41.5,18.15,1.480,26.78,-0.02,27.00,0
43.679,-0.15576,-56.1,0.179,0.007,-1.0000,-1.0000,-1.0009,0.000,40.000,36.5,41.5,18.16,1.479,26.79,-0.03,26.86,0
43.709,-0.15555,-56.0,0.180,0.005,-1.0000,-1.0000,-0.9943,0.000,40.000,36.5,41.5,18.15,1.474,26.88,-0.02,26.99,0
43.739,-0.15514,-55.9,0.181,0.027,-1.0000,-1.0000,-1.0024,0.000,40.000,36.5,41.5,18.15,1.473,26.73,-0.29,26.96,0
43.766,-0.15349,-55.3,0.186,0.075,-1.0000,-1.0000,-0.9979,0.000,40.000,36.5,41.5,18.15,1.454,26.38,-0.46,26.80,0
43.798,-0.15114,-54.4,0.193,0.071,-1.0000,-1.0000,-1.0047,0.000,40.000,36.5,41.5,18.15,1.444,26.18,-0.40,26.70,0
43.830,-0.14869,-53.5,0.200,0.075,-1.0000,-1.0000,-0.9986,0.000,40.000,36.5,41.5,18.15,1.436,26.17,-0.43,26.59,0
43.862,-0.14678,-52.8,0.206,0.044,-1.0000,-1.0000,-1.0018,0.000,40.000,36.5,41.5,18.15,1.434,26.06,-0.38,26.50,0
43.893,-0.14514,-52.3,0.211,0.060,-1.0000,-1.0000,-0.9976,0.000,40.000,36.5,41.6,18.14,1.442,26.20,-0.36,26.40,0
43.923,-0.14308,-51.5,0.217,0.077,-1.0000,-1.0000,-0.9959,0.000,40.000,36.5,41.6,18.14,1.431,26.04,-0.46,26.65,0
43.955,-0.14092,-50.7,0.223,0.064,-1.0000,-1.0000,-1.0021,0.000,40.000,36.5,41.6,18.14,1.492,27.21,-0.39,27.70,0
43.981,-0.14006,-50.4,0.226,0.011,-1.0000,-1.0000,-1.0043,0.000,40.000,36.5,41.6,18.14,1.513,27.69,0.02,27.58,0
44.014,-0.14057,-50.6,0.224,-0.025,-1.0000,-1.0000,-0.9990,0.000,40.000,36.5,41.6,18.15,1.519,27.37,0.22,27.22,0
44.046,-0.14155,-51.0,0.222,-0.034,-1.0000,-1.0000,-1.0034,0.000,40.000,36.5,41.6,18.15,1.495,27.04,0.20,26.96,0
44.078,-0.14240,-51.3,0.219,-0.027,-1.0000,-1.0000,-0.9966,0.000,40.000,36.5,41.6,18.14,1.473,26.81,0.23,26.61,0
44.108,-0.14393,-51.8,0.214,-0.058,-1.0000,-1.0000,-0.9952,0.000,40.000,36.5,41.6,18.13,1.458,26.48,0.47,25.93,0
44.138,-0.14662,-52.8,0.206,-0.100,-1.0000,-1.0000,-1.0051,0.000,40.000,36.5,41.6,18.14,1.464,26.53,0.69,25.91,0
44.166,-0.14994,-54.0,0.196,-0.129,-1.0000,-1.0000,-0.9977,0.000,40.000,36.5,41.6,18.14,1.482,26.73,0.75,25.98,0
44.196,-0.15223,-54.8,0.189,-0.028,-1.0000,-1.0000,-0.9933,0.000,40.000,36.5,41.6,18.15,1.475,26.58,0.06,26.64,0
44.228,-0.15182,-54.7,0.191,0.038,-1.0000,-1.0000,-1.0009,0.000,40.000,36.5,41.6,18.16,1.448,26.42,-0.22,26.61,0
44.262,-0.15008,-54.0,0.196,0.055,-1.0000,-1.0000,-1.0001,0.000,40.000,36.5,41.6,18.16,1.449,26.24,-0.35,26.71,0
44.293,-0.14830,-53.4,0.201,0.060,-1.0000,-1.0000,-1.0006,0.000,40.000,36.5,41.6,18.15,1.445,26.09,-0.34,26.52,0
44.324,-0.14630,-52.7,0.207,0.065,-1.0000,-1.0000,-0.9986,0.000,40.000,36.5,41.6,18.15,1.439,25.94,-0.46,26.62,0
44.356,-0.14391,-51.8,0.214,0.085,-1.0000,-1.0000,-0.9980,0.000,40.000,36.5,41.6,18.14,1.435,25.98,-0.56,26.48,0
44.381,-0.14122,-50.8,0.223,0.114,-1.0000,-1.0000,-1.0010,0.000,40.000,36.5,41.6,18.15,1.489,26.94,-0.73,27.78,0
44.413,-0.13751,-49.5,0.234,0.112,-1.0000,-1.0000,-1.0001,0.000,40.000,36.6,41.6,18.13,1.573,28.60,-0.61,29.30,0
44.445,-0.13436,-48.4,0.243,0.082,-1.0000,-1.0000,-0.9999,0.000,40.000,36.6,41.7,18.13,1.646,29.87,-0.51,30.48,0
44.478,-0.13207,-47.5,0.250,0.062,-1.0000,-1.0000,-1.0029,0.000,40.000,36.6,41.7,18.12,1.696,30.71,-0.36,30.92,0
44.508,-0.13091,-47.1,0.253,0.017,-1.0000,-1.0000,-0.9963,0.000,40.000,36.6,41.7,18.12,1.725,31.32,-0.05,31.46,0
44.537,-0.13123,-47.2,0.252,-0.039,-1.0000,-1.0000,-1.0051,0.000,40.000,36.6,41.7,18.11,1.726,31.20,0.33,30.88,0
44.565,-0.13272,-47.8,0.248,-0.056,-1.0000,-1.0000,-0.9972,0.000,40.000,36.6,41.7,18.12,1.702,30.60,0.30,30.41,0
44.597,-0.13416,-48.3,0.244,-0.034,-1.0000,-1.0000,-1.0024,0.000,40.000,36.6,41.7,18.12,1.662,30.20,0.21,30.00,0
44.629,-0.13523,-48.7,0.240,-0.028,-1.0000,-1.0000,-1.0040,0.000,40.000,36.6,41.7,18.12,1.644,29.83,0.19,29.39,0
44.661,-0.13617,-49.0,0.238,-0.019,-1.0000,-1.0000,-1.0009,0.000,40.000,36.6,41.7,18.12,1.618,29.44,0.12,29.12,0
44.694,-0.13629,-49.1,0.237,0.006,-1.0000,-1.0000,-0.9951,0.000,40.000,36.6,41.7,18.12,1.617,29.24,-0.06,29.41,0
44.722,-0.13590,-48.9,0.238,0.023,-1.0000,-1.0000,-0.9982,0.000,40.000,36.6,41.7,18.13,1.623,29.40,-0.14,29.40,0
44.748,-0.13531,-48.7,0.240,0.034,-1.0000,-1.0000,-0.9990,0.000,40.000,36.6,41.7,18.12,1.636,29.59,-0.12,29.79,0
44.781,-0.13446,-48.4,0.243,0.032,-1.0000,-1.0000,-0.9988,0.000,40.000,36.6,41.7,18.13,1.653,29.89,-0.12,30.03,0
44.813,-0.13371,-48.1,0.245,0.025,-1.0000,-1.0000,-1.0055,0.000,40.000,36.6,41.7,18.12,1.671,30.18,-0.16,30.45,0
44.846,-0.13261,-47.7,0.248,0.046,-1.0000,-1.0000,-1.0086,0.000,40.000,36.6,41.7,18.12,1.690,30.83,-0.21,30.95,0
44.879,-0.13151,-47.3,0.252,0.028,-1.0000,-1.0000,-1.0067,0.000,40.000,36.6,41.7,18.11,1.727,31.09,-0.14,31.27,0
44.909,-0.13109,-47.2,0.253,0.001,-1.0000,-1.0000,-1.0013,0.000,40.000,36.6,41.7,18.11,1.728,31.24,-0.02,31.10,0
44.939,-0.13104,-47.2,0.253,0.000,-1.0000,-1.0000,-1.0025,0.000,40.000,36.6,41.7,18.11,1.723,31.25,0.00,31.30,0
44.965,-0.13105,-47.2,0.253,0.005,-1.0000,-1.0000,-1.0011,0.000,40.000,36.6,41.8,18.11,1.725,31.29,-0.02,31.42,0
44.995,-0.13107,-47.2,0.253,0.007,-1.0000,-1.0000,-1.0009,0.000,40.000,36.6,41.8,18.12,1.726,30.96,0.04,31.21,0
45.028,-0.13105,-47.2,0.253,0.009,-1.0000,-1.0000,-0.9979,0.000,40.000,36.6,41.8,18.12,1.730,31.03,0.04,31.09,0
45.060,-0.13108,-47.2,0.253,0.006,-1.0000,-1.0000,-1.0005,0.000,40.000,36.6,41.8,18.11,1.725,31.18,-0.00,31.25,0
45.093,-0.13106,-47.2,0.253,-0.004,-1.0000,-1.0000,-0.9995,0.000,40.000,36.6,41.8,18.11,1.718,31.35,0.05,31.15,0
45.123,-0.13110,-47.2,0.253,-0.008,-1.0000,-1.0000,-1.0058,0.000,40.000,36.6,41.8,18.11,1.728,31.21,-0.02,31.33,0
45.149,-0.13109,-47.2,0.253,-0.002,-1.0000,-1.0000,-0.9962,0.000,40.000,36.6,41.8,18.11,1.729,31.16,-0.03,31.20,0
45.179,-0.13061,-47.0,0.254,0.041,-1.0000,-1.0000,-0.9999,0.000,40.000,36.6,41.8,18.12,1.739,31.32,-0.25,31.84,0
45.210,-0.12873,-46.3,0.260,0.075,-1.0000,-1.0000,-1.0035,0.000,40.000,36.6,41.8,18.12,1.748,31.81,-0.48,32.03,0
